C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	Fe a*2	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000068.spe	136.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17636.91406	1.69	16	5	8	28	46	0	0	21	718	0	176	13	21	310	12764	247	0	571	614	58	0	117	518	0	4916	59	1017	0	0	0	0	27	0	78	99	66	178	75	0	0	5	9	2.98E+15	25086	6538
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000069.spe	138.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18331.28125	1.97	0	0	0	0	10	0	9	29	978	0	187	25	0	362	13021	304	0	532	722	0	127	211	417	13	5370	0	794	0	0	0	0	0	37	104	130	131	18	0	0	104	0	0	0	25587	6493
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000070.spe	140.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18637.66406	1.6	17	0	32	26	57	10	17	73	2776	20	311	0	13	566	17297	232	0	714	942	20	189	204	593	0	5910	11	757	11	0	0	0	17	78	171	153	40	0	109	19	60	62	0	0	24337	6560
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000071.spe	142.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17357.12891	1.49	20	0	24	0	58	0	13	104	3618	0	505	10	12	587	23663	243	11	567	854	17	68	145	340	58	5182	146	965	0	0	0	0	0	30	64	100	96	88	11	88	99	70	6	0	21051	6094
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000072.spe	144.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15018.14355	1.55	12	0	19	7	67	9	58	48	2028	15	136	23	8	393	11213	120	0	405	534	0	70	164	407	21	5034	0	760	0	0	0	0	61	53	105	7	30	33	0	64	0	21	21	0	21014	5744
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000073.spe	146.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16320.67969	1.52	5	21	0	9	50	0	25	37	2454	21	221	21	12	453	15639	256	0	550	746	27	111	105	371	21	5252	0	925	9	0	0	0	0	0	62	76	63	0	34	27	0	8	0	0	21830	5739
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000074.spe	148.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14482.6709	1.45	26	6	30	10	31	0	54	27	1941	12	139	8	0	341	9277	70	0	373	546	0	0	95	497	17	4965	0	962	0	0	0	4	23	32	44	14	57	65	53	32	85	60	10	0	20758	5440
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000075.spe	150.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	11308.33301	1.36	27	30	34	27	39	4	35	0	460	0	38	7	0	105	3199	61	15	175	283	16	8	53	311	77	4129	52	831	0	0	0	0	0	11	55	51	43	69	41	9	0	28	0	0	17304	4976
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000076.spe	152.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	12119.99023	1.31	10	0	14	5	30	17	46	43	1051	0	110	0	0	206	6373	146	0	178	339	0	32	74	229	87	3856	0	774	0	0	0	0	18	0	28	31	13	66	6	40	0	0	6	0	18253	4968
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000077.spe	154.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14623.16406	1.33	16	32	34	19	33	0	28	40	1965	0	238	8	32	373	10829	227	0	344	512	4	74	101	353	0	4831	40	894	0	0	0	0	0	19	0	57	53	0	0	12	0	0	0	2.23E+15	20554	5543
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000078.spe	156.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16468.27344	1.43	19	6	11	18	36	0	13	62	2440	0	275	0	6	501	14269	206	0	446	731	0	52	68	524	219	5403	165	1079	0	0	0	0	0	0	59	113	0	70	125	17	15	48	0	0	22113	6025
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000079.spe	158.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15444.82324	1.44	0	10	20	25	71	0	42	99	2564	0	296	31	22	515	15905	198	0	525	694	9	170	150	384	27	4873	94	907	0	0	4	16	20	5	54	69	23	23	108	75	0	64	0	0	20367	5603
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000080.spe	160.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	13370.22754	1.45	0	18	20	25	51	20	27	41	1994	0	271	0	28	400	12429	180	0	422	611	0	84	186	376	40	4044	0	659	22	0	0	0	0	70	22	89	24	28	0	0	0	31	7	0	17313	4702
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000081.spe	162.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	12418.17578	1.36	8	13	8	19	38	0	38	37	1669	10	168	30	11	396	9925	106	0	402	542	35	118	107	343	89	3941	56	707	4	0	0	0	0	14	42	48	0	0	0	0	23	67	22	0	17029	4456
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000082.spe	164.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	14686.36328	1.44	0	0	27	0	37	0	14	63	2094	15	309	14	0	474	14622	170	0	404	691	39	59	70	370	11	3927	0	770	0	0	0	0	0	0	139	110	31	106	0	0	47	23	6	0	18664	5217
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000083.spe	166.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14889.95313	1.44	0	0	0	27	44	0	39	69	2518	0	280	27	30	538	16132	277	7	501	695	0	14	67	336	106	3601	0	784	0	0	0	19	8	81	50	31	44	58	0	13	116	69	8	2.18E+15	18431	5455
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000084.spe	168.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15541.91895	1.46	12	0	9	16	36	19	23	66	2096	0	348	6	17	447	18052	222	0	414	604	8	0	168	283	136	3377	44	775	0	0	0	16	0	31	31	119	110	123	50	68	0	34	28	1.35E+15	19810	5607
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000085.spe	170.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	16476.67188	1.52	0	0	26	19	31	0	18	69	1743	0	373	11	15	376	17881	206	0	478	533	0	14	169	516	0	3620	60	977	0	0	0	0	28	68	44	108	8	57	10	0	90	73	0	0	21635	5792
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000086.spe	172.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16927.25	1.5	13	17	23	14	22	0	15	34	1464	0	310	31	11	369	14053	200	0	645	643	85	99	165	682	38	4624	0	922	0	0	6	0	0	13	66	132	0	50	93	49	77	43	0	0	23716	5821
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000087.spe	174.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	17087.44336	1.5	0	19	17	5	29	0	20	41	1398	15	214	17	0	373	15074	202	0	671	645	42	22	183	678	76	4422	0	845	8	0	0	0	0	0	109	153	15	188	162	24	30	66	13	2.22E+15	23121	5971
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000088.spe	176.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16845.01563	1.8	8	0	8	14	17	5	0	38	1109	0	283	11	5	280	15119	226	0	441	395	0	0	103	534	0	3911	0	811	0	0	0	0	0	23	56	117	75	135	85	11	32	0	0	0	23454	6061
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000089.spe	178.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16408.57617	1.48	21	25	21	21	29	0	0	24	677	0	123	17	0	292	14812	291	0	534	532	0	28	176	405	94	4138	17	964	0	0	0	0	21	45	96	109	118	88	39	0	107	0	0	0	23114	6086
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000090.spe	180.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15871.60254	1.52	0	0	0	0	4	0	0	6	660	0	129	0	0	274	9957	217	0	581	535	0	42	60	488	175	4293	0	928	0	0	0	0	0	17	105	111	90	79	67	146	91	20	0	0	23180	6391
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000091.spe	182.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	16260.88379	1.79	0	12	0	12	43	0	13	28	721	7	122	6	14	254	11659	267	0	463	439	0	64	132	479	116	4012	39	1055	0	0	0	0	0	81	85	99	0	23	0	7	139	0	0	0	23510	6477
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000092.spe	184.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18290.48047	1.75	0	20	21	10	29	17	0	11	762	0	206	13	24	304	13869	287	0	380	512	19	108	199	442	16	4683	0	1209	0	0	7	44	6	25	71	134	43	0	0	0	137	18	21	0	26762	6662
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000093.spe	186.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	19181.63672	1.6	12	27	15	0	30	11	7	40	953	0	255	6	7	315	13985	229	0	612	588	123	37	175	582	193	5251	99	1156	0	0	0	0	53	0	110	64	76	124	104	49	78	91	25	0	28264	7027
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000094.spe	188.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	19970.99609	1.75	0	0	19	0	19	0	0	48	1271	11	221	17	8	378	13572	309	0	676	714	0	126	285	473	73	5861	0	1150	0	0	14	0	20	123	157	115	116	0	72	0	0	0	0	0	29564	7198
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000095.spe	190.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	20062.68945	1.48	18	17	33	20	32	5	0	41	1381	0	239	22	19	422	14713	263	0	828	846	0	107	89	610	41	5741	129	1104	0	0	23	0	30	24	164	79	85	111	94	189	30	32	0	0	29119	7109
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000096.spe	192.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	19540.11719	1.53	10	8	6	0	17	0	0	71	2124	0	466	0	20	548	19379	215	0	966	1047	63	63	87	597	49	5639	0	1100	0	0	16	0	50	0	163	79	113	94	45	0	0	98	0	0	26452	6380
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000097.spe	194.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14621.06738	1.56	22	20	36	12	36	11	39	115	2108	4	460	38	6	422	16598	141	0	583	748	0	65	103	530	65	3924	0	627	0	0	0	0	0	81	131	74	75	60	46	18	0	88	13	0	18634	4572
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000098.spe	196.1	7.94	0	1	0.018301	-0.003173	0.009934	0.093737	9363.53027	1.26	8	8	21	9	17	0	35	27	802	0	171	20	6	170	8080	138	0	165	275	14	53	79	148	153	2145	0	567	0	0	0	9	22	92	26	50	54	0	0	0	0	0	0	1.40E+15	12502	3600
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000099.spe	198.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	12838.95508	1.42	0	0	0	0	27	0	25	32	895	0	287	0	10	318	12205	168	0	248	287	46	0	66	278	0	3176	57	725	9	0	8	0	34	17	56	45	20	145	17	27	12	54	0	0	17308	5054
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000100.spe	200.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14307.48242	1.4	9	10	29	17	33	0	24	47	1144	0	279	13	20	434	12950	202	0	270	307	71	149	66	293	48	3499	0	865	0	0	16	0	12	7	68	81	37	0	0	0	0	51	18	2.26E+15	19503	5236
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000101.spe	202.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	14262.58496	1.48	0	0	16	13	25	5	14	67	1672	10	336	9	7	748	14450	248	0	318	453	45	86	139	310	5	3569	16	892	0	4	15	19	24	10	0	68	25	73	37	32	0	0	0	0	18727	5100
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000102.spe	204.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13766.60742	1.32	22	14	18	27	35	0	14	46	1043	6	248	29	6	353	10164	237	0	291	401	14	192	138	342	83	3809	78	892	0	0	0	0	16	46	76	116	11	0	0	0	87	0	9	0	19282	5130
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000103.spe	206.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	14678.26367	1.53	6	0	7	0	33	0	17	31	1397	0	311	7	0	332	16114	236	0	430	454	34	48	135	452	20	3906	6	853	0	0	0	0	36	0	63	59	57	75	35	75	0	64	10	0	19024	5064
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000104.spe	208.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16993.74805	1.69	0	6	38	10	55	0	7	91	1988	0	378	14	0	362	19787	184	0	459	660	17	48	104	343	58	4534	5	742	0	0	0	0	7	0	37	90	56	34	24	60	0	71	23	0	21818	5800
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000105.spe	210.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	16169.98926	1.71	12	0	15	21	34	21	38	57	1260	0	268	26	12	354	14085	211	0	472	458	9	105	159	413	107	3918	0	848	7	0	6	0	10	56	88	95	75	25	37	74	115	43	0	2.75E+15	22536	6075
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000106.spe	212.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17407.12695	1.76	0	20	25	5	51	28	17	45	1787	0	330	38	13	449	19738	350	0	735	736	32	12	180	658	0	4923	0	978	20	0	4	0	0	21	131	158	25	77	19	0	20	46	0	1.86E+15	22500	5797
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000107.spe	214.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15459.62207	1.44	19	14	48	19	29	0	16	45	2642	5	269	18	22	554	13673	187	0	722	824	0	49	105	626	130	5401	5	819	15	0	0	0	0	0	38	113	22	27	62	98	48	0	7	0	19840	5331
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000108.spe	216.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15409.42578	1.51	9	24	6	0	41	9	14	51	2178	0	191	14	18	455	12821	146	0	752	789	58	152	98	707	100	5549	32	748	0	0	0	0	22	0	108	124	30	0	0	0	38	77	30	1.46E+15	20451	5643
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000109.spe	218.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16691.86328	1.58	5	0	0	19	37	8	0	48	1636	16	203	17	10	454	13314	200	0	622	787	0	90	119	699	71	5618	25	967	0	0	0	0	7	61	153	112	56	30	0	0	37	47	7	2.07E+15	22975	6267
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000110.spe	220.2	8	1	1	0.018301	-0.003173	0.009934	0.093737	15972.39941	1.45	0	0	0	0	14	0	0	37	1235	0	213	22	23	347	14592	210	0	542	597	50	42	58	515	0	4393	36	872	0	0	12	0	0	35	117	108	63	97	52	67	35	80	0	0	21698	5654
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000111.spe	222.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	15435.92578	1.37	20	11	32	22	28	8	17	26	1423	0	303	9	4	402	15429	254	0	412	524	40	61	134	221	76	4624	0	1009	0	0	0	0	13	21	36	87	49	0	0	59	61	34	0	1.79E+15	20188	5736
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000112.spe	224.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16520.37109	1.62	20	22	24	15	20	0	4	19	1037	0	242	14	8	347	14799	221	12	396	504	0	61	242	392	45	4705	109	969	4	0	0	0	19	58	81	88	28	17	35	22	10	50	19	1.66E+15	22598	6358
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000113.spe	226.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16707.36133	1.54	0	13	4	26	26	0	14	9	611	0	152	10	0	282	10054	199	0	397	460	42	42	113	566	70	4578	122	972	0	0	0	0	0	0	94	127	91	132	105	0	0	12	0	3.09E+15	24674	6528
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000114.spe	228.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16542.36914	1.6	15	6	0	10	10	0	0	12	565	0	137	16	12	226	9391	165	0	331	477	0	60	153	543	0	4832	107	998	0	0	0	15	0	103	57	106	8	0	0	77	174	51	0	0	24813	6621
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000115.spe	230.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16218.88574	1.65	16	10	0	18	21	0	0	0	583	0	141	7	7	259	9083	161	0	398	524	0	119	114	611	132	5622	0	891	0	0	0	0	0	0	46	130	0	0	67	5	81	13	14	2.71E+15	24125	6378
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000116.spe	232.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16325.2793	1.55	0	0	13	0	29	0	0	17	686	0	127	11	6	260	10294	264	0	391	571	0	0	136	533	0	5298	45	1022	0	0	0	0	0	27	87	139	29	142	0	56	0	0	0	0	23978	6481
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000117.spe	234.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16895.34961	1.64	43	6	12	7	12	0	0	0	829	0	201	12	0	345	13176	286	0	395	600	0	80	108	602	67	6441	0	1034	0	0	0	14	24	82	66	120	50	0	38	77	100	35	0	0	24415	6654
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000118.spe	236.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16905.35156	1.88	20	19	7	26	32	17	8	32	1017	9	308	10	10	336	16824	234	0	445	515	0	143	148	565	129	6502	0	1041	4	0	6	0	0	93	73	142	120	0	83	127	40	45	0	0	23095	6561
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000119.spe	238.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	18393.47461	1.62	5	0	0	9	0	11	0	53	1991	11	577	30	15	497	25831	236	0	434	549	20	0	255	630	112	5861	0	1098	0	0	0	0	9	0	71	106	67	95	0	23	164	85	6	0	22892	6607
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000120.spe	240.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	16476.17188	1.51	46	23	26	29	24	0	5	68	2971	0	753	12	13	551	27370	300	0	488	536	0	20	113	414	94	3767	0	856	0	0	10	6	50	44	95	120	98	93	167	19	0	131	0	0	19212	5582
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000121.spe	242.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	11717.31055	1.46	0	0	0	9	28	7	16	18	1181	11	321	20	4	277	12947	216	0	232	294	25	29	17	303	75	2974	53	725	0	0	0	7	0	9	83	92	72	85	0	0	62	12	15	1.12E+15	15755	4680
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000122.spe	244.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	13984.49902	1.53	0	0	0	0	10	0	0	37	1213	0	542	16	24	362	22450	298	0	174	185	23	0	30	264	0	2895	97	979	0	0	0	23	0	0	84	111	32	106	0	80	108	98	5	0	17165	5289
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000123.spe	246.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13718.41211	1.52	7	0	0	20	14	0	0	34	1130	0	585	33	6	313	24227	200	0	126	147	62	0	63	102	0	3105	16	801	0	0	0	0	13	0	31	108	58	105	36	0	72	118	0	8.5E+14	15724	5276
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000124.spe	248.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	13044.54395	1.68	31	29	18	6	13	5	0	44	1074	0	601	5	22	377	26027	351	0	67	157	65	89	49	50	107	2655	40	893	0	0	0	0	11	10	55	117	69	70	74	110	19	74	21	0	14086	5108
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000125.spe	250.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13823.80664	1.68	14	14	6	6	15	0	0	51	1365	0	628	15	11	359	27312	343	0	297	202	11	31	135	109	0	2875	90	864	0	0	0	0	0	60	80	89	72	26	0	34	80	10	14	1.26E+15	14715	5882
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000126.spe	252.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	16591.46875	1.51	0	0	13	16	10	0	0	14	812	13	231	0	12	294	12984	184	0	406	355	0	132	68	308	234	4524	141	1101	0	0	0	0	0	50	57	119	120	0	66	0	64	69	0	0	23879	6708
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000127.spe	254.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	18313.67969	1.55	0	28	15	0	30	0	0	23	709	6	153	6	9	230	10313	179	0	387	406	0	112	157	551	113	5267	9	1127	5	0	0	21	0	82	92	94	82	61	33	0	28	53	14	2.98E+15	28718	7138
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000128.spe	256.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17115.8418	1.59	10	12	0	10	9	0	8	38	729	0	204	34	7	488	13858	288	0	376	378	0	58	156	635	72	4938	0	950	0	0	0	0	0	43	81	67	0	51	0	0	63	0	20	2.61E+15	24613	6246
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000129.spe	258.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	15225.33496	1.51	22	9	11	13	44	0	11	28	656	27	288	30	13	1965	17445	236	0	396	439	15	0	136	367	17	2993	66	842	0	0	0	0	16	67	80	94	29	111	115	0	0	78	9	2.07E+15	20064	5322
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000130.spe	260.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	17055.54492	1.71	0	0	8	5	15	0	0	44	814	0	267	17	11	388	14847	290	0	396	377	40	48	148	402	0	3893	39	1034	0	0	0	0	0	0	117	99	40	88	56	31	34	0	0	2.43E+15	24315	6274
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000131.spe	262.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	17923.10156	1.61	0	0	14	0	16	6	0	61	1442	0	360	7	10	398	18308	247	0	650	542	0	0	181	680	155	4181	0	1056	0	0	20	0	0	25	100	151	31	284	139	104	0	116	0	2.25E+15	23985	6072
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000132.spe	264.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	14043.69629	1.58	0	14	33	9	41	0	16	118	1857	0	509	31	19	344	21286	208	0	380	341	0	15	45	307	234	2743	61	788	0	0	12	4	14	56	76	146	70	82	148	0	63	119	15	1.89E+15	16753	4571
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000133.spe	266.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	12235.18555	1.4	29	26	31	13	34	0	9	57	1092	0	434	13	0	295	18752	238	0	163	193	55	22	70	155	56	2439	58	815	0	0	0	0	5	36	53	63	39	91	54	0	0	26	12	1.42E+15	14833	4773
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000134.spe	268.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13745.1084	1.66	0	0	4	0	17	0	8	44	1034	0	396	50	0	354	19592	475	0	261	352	0	0	19	226	81	2703	24	856	0	0	0	13	9	44	80	56	71	223	96	40	33	0	0	0	16219	5295
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000135.spe	270.1	8	1	1	0.018301	-0.003173	0.009934	0.093737	14422.77734	1.63	11	0	0	0	36	0	0	77	1725	0	511	15	13	546	23941	276	0	555	409	102	0	74	290	167	2967	51	904	4	0	0	0	0	0	68	116	24	106	0	5	152	54	22	0	15919	4907
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1E\XRF data\L000136.spe	272.04	8	1	1	0.018301	-0.003173	0.009934	0.093737	13309.73145	1.41	18	17	22	30	28	12	6	61	1633	0	467	0	6	427	20914	231	0	529	400	33	0	117	253	44	2620	0	665	6	0	0	0	0	42	30	78	94	94	95	39	0	64	12	1.46E+15	15158	4487
